work_id,cohort,field_id,year,title,abstract_words,flags
W4387811777,base,33,2023,"A Study to Evaluate the Effectiveness of a Structured Teaching Program on Knowledge of Nursing Care of Pacemaker Implantation Patients among IV Year B. Sc., Nursing Students in Selected Colleges in Mysore",57,"[""abstract_50_79""]"
W2790247874,base,33,2018,Active Traffic Management in Michigan,75,"[""abstract_50_79""]"
W1948046120,base,13,2013,Guideline adds aromatase inhibitor for breast cancer prevention,50,"[""abstract_50_79""]"
W1547761211,base,22,2004,Demand-wise shared protection for meshed optical networks,79,"[""abstract_50_79""]"
W3170247919,base,26,2001,Regularized renormalization group reduction of symplectic maps,73,"[""abstract_50_79""]"
W3108079958,base,13,2019,Application laser transfer of metal nanoparticles to bacterial biofilms,57,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2019347381,base,15,2014,Properties of an aqueous solution of ionic liquid [Emim][Cl] at standard atmospheric pressure,50,"[""abstract_50_79""]"
W2588807122,base,25,2016,Nanodimension thin films based on lanthanide coordination compound for light-emitting devices,66,"[""abstract_50_79""]"
W1954679777,base,22,2003,A low-voltage electrostatically actuated MEMS scanner for in vivo biomedical imaging,66,"[""abstract_50_79""]"
W4383482156,base,27,2023,Displays of 18F-FAPI PET/CT in Myocarditis With Variable Symptom Durations,68,"[""abstract_50_79""]"
W3028675873,base,27,2013,Research progress in the relationship between obstructive sleep apnea-hypopnea syndrome and insulin resistance,62,"[""abstract_50_79""]"
W2358780663,base,33,2004,Improving the Thesis Sentence,54,"[""abstract_50_79""]"
W1986913460,base,26,2012,THE RATIONAL GROUP ALGEBRA OF A FINITE GROUP,54,"[""abstract_50_79""]"
W2242218250,base,25,2011,Interfacial Characterization of Polymer Coated Steel Using 3D FEM Cohesive Zone Elements,62,"[""abstract_50_79""]"
W565457353,base,22,2000,PREDICTIVE MODELS OF BAC AMONG NIGHTTIME DRIVERS,54,"[""abstract_50_79""]"
W4212911471,base,23,2022,GEOPORTAL OF OPEN DATA OF THE BILA TSERKVA CITY TERRITORIAL COMMUNITY AS A COMPONENT OF THE NATIONAL SPATIAL DATA INFRASTRUCTURE,226,"[""many_non_ascii_letters""]"
W4318752593,base,14,2022,IMPROVEMENT OF QUALITY INDICATORS OF PUBLIC TRANSPORT SERVICES,75,"[""abstract_50_79""]"
W3191950631,base,26,2022,Bohr Neighborhoods in Generalized Difference Sets,65,"[""abstract_50_79""]"
W2375444492,base,25,2008,A STUDY ON PREPARATION OF NANOCRYSTALLITE CeO_2 BY WAY OF OXALATE PRECIPITATION,77,"[""abstract_50_79""]"
W4407122637,base,33,2009,Dark Tourism (With Focus on War Tourism),56,"[""abstract_50_79""]"
W2369695633,base,20,2003,How to deal with challenges from WTO of cost engineers,63,"[""abstract_50_79""]"
W2292912225,base,27,2016,Contribution of Medicinal Chemistry in Pharm. D Curriculum in Developing Countries,68,"[""abstract_50_79""]"
W3042064045,base,33,2020,"Henry Carey's ‘Entire Bad Joke’ and Henry George's ‘Idle Taunt’: displacement, settler colonialism and revolution in nineteenth-century America",56,"[""abstract_50_79""]"
W2371980313,base,22,2011,Analysis of calculation theories of concrete creep effect,59,"[""abstract_50_79""]"
W3189163695,base,32,2021,Contribution of mutual perceived support to the marital satisfaction of combat commander couples,77,"[""abstract_50_79""]"
W1964276226,base,22,2012,Buckling Analysis of Composite Cylindrical Shell Using Numerical Analysis Method,108,"[""many_non_ascii_letters""]"
W3158677932,base,16,2021,Automated Glycan Assembly of Oligogalactofuranosides Reveals the Influence of Protecting Groups on Oligosaccharide Stability,78,"[""abstract_50_79""]"
W2391849779,base,17,2013,WCDMA Pilot Pollution Analysis and Optimization Strategy,64,"[""abstract_50_79""]"
W2024927902,base,17,2009,Geometric phase of interacting qubits: Mean-field analysis,78,"[""abstract_50_79""]"
W2350148181,base,22,2003,Behavior Analysis of Sensor Fault Detection Using PCA Approach,76,"[""abstract_50_79""]"
W2952242799,base,27,2002,Identification of 6-Prenylindole as an Antifungal Metabolite of Streptomyces sp. TP-A0595 and Synthesis and Bioactivity of 6-Substituted Indoles.,52,"[""abstract_50_79""]"
W4321268489,base,27,2022,The combination of giant diffuse toxic goiter and Bekhterev’s disease: a clinical observation,50,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2314962272,base,33,2014,"Story of Mothers' Child Rearing Community, ""Love of Children""",306,"[""many_non_ascii_letters""]"
W2371612543,base,20,2012,On the Influence of Labourers Unemployment on Economic Society Under the New Situation,76,"[""abstract_50_79""]"
W3175713981,base,17,2021,SIMT: A Semantic Interest Modeling Toolkit,58,"[""abstract_50_79""]"
W2356145947,base,14,2005,Protecting Traditional Chinese Medicine by Intellectual Property Right Law,74,"[""abstract_50_79""]"
W2376886964,base,33,2008,Legal responsibilities of Olympic volunteers for damage compensation,77,"[""abstract_50_79""]"
W4236817138,base,18,2020,Concentrating on educational and scientific matters in,55,"[""abstract_50_79""]"
W1507779397,base,31,2004,THE EFFECT OF SUPERSYMMETRIC CP PHASES ON $q\bar q$ ANNIHILATIONS INTO CHARGINOS AND NEUTRALINOS,70,"[""abstract_50_79""]"
W2144868464,base,25,2013,Atomic functions and generalized Thue-Morse sequence in digital signal and image processing,52,"[""abstract_50_79""]"
W2905363467,base,16,2018,"Double asymmetric hydrogenation of conjugated dienes: a self-breeding chirality route for C 2 symmetric 1,4-diols",69,"[""abstract_50_79""]"
W2375211682,base,18,2008,Discussion on the Modern Scientific and Technological Revolution and Ecological Civilization and Sustainable Development in China,67,"[""abstract_50_79""]"
W2386160458,base,12,2011,The Dilemma of Administrative Legal Protection of Intangible Cultural Heritage of Horqin,70,"[""abstract_50_79""]"
W7168112075,base,17,2022,MOOC (Massive Open Online Courses),73,"[""abstract_50_79""]"
W2034147234,base,27,2012,Diagnostic Testing for Degenerative Disc Disease,58,"[""abstract_50_79""]"
W2925839160,base,17,2018,The Development and Validation of a Self-Rating Scale to Measure the School Community’s Core Values・Competencies,225,"[""many_non_ascii_letters""]"
W2326969037,base,31,2010,A Holistic Approach to Lunar Settlements,68,"[""abstract_50_79""]"
W2911223815,base,27,2018,RS13290979 POLYMORPHISM WITHIN NOTCH1 GENE IS ASSOCIATED WITH SEVERE BIOPROSTHETIC MITRAL VALVE CALCIFICATION,241,"[""many_non_ascii_letters""]"
W4283018579,base,27,2022,Evolving Landscape of Initial Treatments for Patients with Malignant Pleural Mesotheliomas: Clinical Trials to Clinical Practice,52,"[""abstract_50_79""]"
W2373098983,base,25,2008,THE DEVELOPMENT OF RESEARCH ON INORGANIC FULLERENE-LIKE MOLYBDENUM DISUIFIDE NANOPARTICALS AND NANOTUBES,60,"[""abstract_50_79""]"
W4376605288,base,22,2023,Jeong Ji-Yong’s “Sea” between His Pungrangmong and The Sea,238,"[""many_non_ascii_letters""]"
W3048390144,base,32,2012,Conceptual History of Responsibility in the Western World,115,"[""many_non_ascii_letters""]"
W2378857263,base,22,2004,Data Mining-based Fault Detection and Diagnosis for Video Amplifier Circuit,56,"[""abstract_50_79""]"
W2074966081,base,22,2007,On the use of accelerometers in iterative learning control of a flexible robot arm,57,"[""abstract_50_79""]"
W1553595973,base,22,2003,Influence of Magnetic Field on Properties of Cement Compound on the Base of Boron-Containing LRW,70,"[""abstract_50_79""]"
W2347996394,base,23,2002,On Overall Treatment of Expressway Security,50,"[""abstract_50_79""]"
W4246304029,base,32,2020,VoiceThread,70,"[""abstract_50_79""]"
W2353918704,base,22,2005,The Development and Production of BOPP Special Resin,58,"[""abstract_50_79""]"
W2392361650,base,12,2011,A Folklore Interpretation of the Changes in Qinghai Rongwa Tibetan Traditional Dress,72,"[""abstract_50_79""]"
W2390006828,base,17,2012,The Virtual Community Construction of Excellent Reading Guidance Based on Living Library,69,"[""abstract_50_79""]"
W2948898679,base,25,2019,Orientational Degeneracy of Defects in Diamond,68,"[""abstract_50_79""]"
W1994019725,base,13,2009,Isolation and characterization of 22 polymorphic microsatellite loci for the Barrow's goldeneye (Bucephala islandica),73,"[""abstract_50_79""]"
W2052874252,base,25,2010,Web-like domain structure formation in barium titanate single crystals,68,"[""abstract_50_79""]"
W4382726114,base,27,2023,Degenerative Aortic Stenosis in Women: Challenges and Perspectives,79,"[""abstract_50_79""]"
W4412375486,base,33,2020,Assimilation of Military Strategy in a Highly Politicized Environment: A Model,68,"[""abstract_50_79""]"
W2079157151,base,26,2006,Atomic decompositions of weak Hardy spaces ofB-valued martingales,59,"[""abstract_50_79""]"
W2365609973,base,20,2005,On the Relationship Between College Sport Management and Sport Information,58,"[""abstract_50_79""]"
W2531223319,base,31,2015,Multispectral apparatus based on an off-axis mirror collimator for monitoring the quality of optical systems,71,"[""abstract_50_79""]"
W4286946838,base,13,2022,Metamorphosis of Physiology Knowledge in the Transition to the Modern Era,194,"[""many_non_ascii_letters""]"
W2392388495,base,14,2008,Independently Innovative Products,66,"[""abstract_50_79""]"
W1992597155,base,29,2014,Bifidobacterium longum Bacteremia in Preterm Infants Receiving Probiotics,51,"[""abstract_50_79""]"
W1974331313,base,27,2001,Molar root anatomy and management of furcation defects,77,"[""abstract_50_79""]"
W4388440979,base,13,2023,"One-Pot, Tandem Reductive Amination/Alkylation–Cycloamidation for Lactam Synthesis from Keto or Amino Acids",53,"[""abstract_50_79""]"
W2966081687,base,14,2019,The Meanings of the Body and Sensation as Represented through Park Chan-wook’s Films-By Focusing on Gilles Deleuze’s Semiotics,116,"[""many_non_ascii_letters""]"
W2393434342,base,17,2005,Inaccurate joint transform correlation,62,"[""abstract_50_79""]"
W2017083937,base,17,2008,Systems of sets with multiplicative asymptotic density,56,"[""abstract_50_79""]"
W2098916762,base,22,2007,Application of Swarm Intelligence Algorithm to Improve on Multiple Regression,77,"[""abstract_50_79""]"
W2143315721,base,13,2014,A new extraction method of bioflavanoids from poisonous plant (Gratiola Officinalis L.),52,"[""abstract_50_79""]"
W2030973821,base,16,2011,Synthesis of nitrogen heterocycles from ethyl 3-(6-dibenzothiophen-2-yl-pyridazin-3-ylamino)-3-oxopropanoate,52,"[""abstract_50_79""]"
W2289166345,base,36,2013,"2013 기업혁신지수(Company Innovation Index, CII)",156,"[""many_non_ascii_letters""]"
W396794398,base,11,2004,Characteristics of Chemical Components of Fruits of Three Crataegus Species Originating in East Asia,65,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2920994716,base,31,2019,Recent Results from the CERN LHC Experiment TOTEM: Implications for Odderon Exchange,62,"[""abstract_50_79""]"
W2794252259,base,19,2018,Foidite and Meimechite Lavas of Polar Siberia (Some Questions of Petrogenesis),59,"[""abstract_50_79""]"
W2074622378,base,26,2008,On Some Inequalities of Uncertainty Principles Type in Quantum Calculus,54,"[""abstract_50_79""]"
W3120379504,base,22,2020,Development and Characterization of a bottom-up InP Nanowire Solar Cell with 16.7% Efficiency,77,"[""abstract_50_79""]"
W2387998050,base,19,2014,A Review of Forest Pest and Disease Monitoring Based on the Hyperspectral Remote Sensing Image,70,"[""abstract_50_79""]"
W2790080414,base,17,2018,Tensor-based spatiotemporal saliency detection,75,"[""abstract_50_79""]"
W1919391571,base,27,2012,Anaesthesia for tonsillectomy in HIV-infected children with pulmonary arterial hypertension,50,"[""abstract_50_79""]"
W3147899002,base,24,2008,activity of Recombinant Human Interleukin-15 against Tumor Recurrence and Metastasis in Mice,97,"[""many_non_ascii_letters""]"
W2337652954,base,22,2015,Using a Catenary Equation in Parametric Representation for Minimizing Stress Concentrations at Notches,71,"[""abstract_50_79""]"
W2381927550,base,33,2007,Application of the Teaching Method of Stage-separated to Clinical Practice Teaching,53,"[""abstract_50_79""]"
W2901329095,base,16,2018,Development of Sulfonic‐Acid‐Functionalized Mesoporous Materials: Synthesis and Catalytic Applications,74,"[""abstract_50_79""]"
W2328358945,base,32,2013,Descriptive Analysis of a Staff Injury-Reduction Intervention in a Human Services Setting for Children and Youth With Intellectual and Developmental Disabilities,78,"[""abstract_50_79""]"
W2096732109,base,22,2002,"Preamble-less non-decision-aided (NDA) techniques for 16-QAM carrier phase recovery and gain error correction, for burst transmissions",56,"[""abstract_50_79""]"
W2360277613,base,12,2001,A Study on Context Configuration and Generic Structure Potential,59,"[""abstract_50_79""]"
W2133750411,base,22,2003,Electromagnetic simulation of the effects of dielectric and metal thicknesses on the performance of multilayer MMIC lowpass filter,67,"[""abstract_50_79""]"
W7159755330,base,22,2019,CONDITION MONITORING AND PREDICTIVE MAINTENANCE TECHNOLOGIESIN INDUSTRIAL PROCESSES,79,"[""abstract_50_79""]"
W2363484681,base,22,2009,Geology evaluation of the slope project on diversion pipe section of one power station,79,"[""abstract_50_79""]"
W2064985745,base,27,2010,Can the findings of recent randomized trials of treatment or no treatment of gestational diabetes be used for changing current treatment approaches?,68,"[""abstract_50_79""]"
W2134439508,base,27,2004,"Using Aldara, copper peptide, and niacinamide for skin care",57,"[""abstract_50_79""]"
W2355726102,base,23,2001,ON THE MECHANISM OF THE TURBIDIMETRIC DETERMINATION OF SO_4 ~(2-)BY THE BaSO_4 METHOD,60,"[""abstract_50_79""]"
W4289726904,base,20,2018,Forward-looking and Incentive-compatible Operational Risk Capital Framework,56,"[""abstract_50_79""]"
W2379454018,base,33,2004,THE POETIC CHANGES OF POEM IN LATE TANG DYNASTY FROM THE VIEW OF WEN JUNTING,77,"[""abstract_50_79""]"
W2100412319,base,26,2004,Effective finiteness theorems for maps between canonically polarizedcompact complex manifolds,63,"[""abstract_50_79""]"
W2361138317,base,33,2014,An Investigation and Analysis of Current Situation of Public Bodybuilding in Shangluo City,71,"[""abstract_50_79""]"
W4310922991,base,27,2022,"160P COLUMBIA-1: A phase Ib/II, open-label, randomized, multicenter study of durvalumab plus oleclumab in combination with chemotherapy and bevacizumab as first-line (1L) therapy in metastatic microsatellite-stable colorectal cancer (MSS-mCRC)",75,"[""abstract_50_79""]"
W2015364902,base,27,2009,IRREDUCIBLE SIMULTANEOUS DISLOCATION OF BOTH INTERPHALANGEAL JOINTS IN THE LITTLE FINGER: A CASE REPORT,63,"[""abstract_50_79""]"
W1996590467,base,22,2013,The Analysis of Total Ionizing Dose Effects on Analog-to-Digital Converter for Space Application,94,"[""many_non_ascii_letters""]"
W2360256940,base,22,2012,Research on Countering Measures of Passive Radar Seeker to Active Decoy Jamming,74,"[""abstract_50_79""]"
